member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel
MBR-002478,Subrata Chakraborty,Male,06-06-1997,Hyderabad,Tier1,Telangana,Govt Employee,Married,BR-022,27-02-2025,PT-Combo,Friend Referral,Evening (6-9pm),True,Weight Loss,App
MBR-008209,Vani Pillai,Female,1983/03/21,Bengaluru,Tier1,Karnataka,Business Owner,Married,BR-033,23-10-2024,Basic,Corporate Tie-up,Morning,False,General Fitness,App
MBR-010707,Vani Gowda,Female,21-08-1999,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-036,2021/10/16,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App
MBR-002724,Vaishali Rane,Female,2004/11/16,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,2024/02/07,Basic,Aggregator App,Early Morning (5-7am),False,Weight Loss,App
MBR-006848,Tanvi Bhatia,Female,1996/07/06,Gurgaon,Tier2,Haryana,Salaried-Non IT,Married,BR-009,05-03-2024,Basic,Walk-in,Morning,False,Weight Loss,Website
MBR-011788,Sharmila Roy,Female,1993/05/19,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,2022/11/13,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,Website
MBR-008849,Komal Gupta,Female,16-11-1982,Jaipur,Tier2,Rajasthan,Freelancer,Married,BR-013,25-03-2022,PT-Combo,Justdial,Late Night,True,Muscle Gain,App
MBR-009930,Ashok Chatterjee,Male,25-08-1998,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Married,BR-038,2023/05/11,Premium,Walk-in,Afternoon,False,Weight Loss,App
MBR-005516,Karthik Pillai,Male,2007/11/17,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,24-10-2023,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,Website
MBR-012048,Jayesh Deshmukh,Male,1996/02/06,Ahmedabad,Tier1,Gujarat,Salaried-IT,Single,BR-038,07-02-2025,Premium,Aggregator App,Afternoon,True,General Fitness,In-person
MBR-004496,Manoj Nambiar,Male,1992/10/21, Hyderabad,Tier1,Telangana,Salaried-Non IT,Married,BR-011,16-01-2022,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person
MBR-011039,Siddharth Saxena,Male,2004/01/24,Delhi,Tier1,Delhi,Student,Single,BR-028,05-03-2025,PT-Combo,Walk-in,Afternoon,True,Muscle Gain,App
MBR-011173,Ankit Mehta,Male,2004/03/21,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-018,2021/04/19,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,App
MBR-015725,Kiran Iyengar,Male,03-08-2000,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,2021/01/24,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,App
MBR-012797,Barnali Roy,Female,22-01-2000,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2022/06/15,Basic,Walk-in,Afternoon,False,General Fitness,In-person
MBR-006881,Isha Bhalla,Female,10-07-1993,Patna,Tier3,Bihar,Salaried-IT,Married,BR-023,2024/01/15,Basic,Instagram Ad,Morning,False,Pre-Wedding Prep,Website
MBR-017293,Tejas Trivedi,Male,2006/01/15,Nashik,Tier3,Maharashtra,Student,Single,BR-012,25-02-2021,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-002508,Karthik Murthy,Male,18-12-2002, Chandigarh,Tier2,Punjab,Student,Single,BR-008,14-05-2021,Premium,Instagram Ad,Morning,False,General Fitness,App
MBR-010303,Komal Shah,Female,2006/10/15,Surat,Tier2,Gujarat,Student,Single,BR-031,03-09-2025,Premium,Walk-in,Evening (6-9pm),False,Weight Loss,App
MBR-004696,Pooja Pillai,Female,1992/09/12,Bangalore,Tier1,Karnataka,Salaried-IT,Single,BR-033,28-02-2022,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-008040,Vivek Khanna,Male,1991/05/09,Delhi,Tier1,Delhi,Salaried-IT,Married,BR-028,2022/12/23,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,Website
MBR-015839,Sudeshna Sen,Female,1981/08/09,Kolkata,Tier1,West Bengal,Govt Employee,Married,BR-017,07-01-2025,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,Website
MBR-011800,Nikhil Bhosale,Male,,Nagpur,Tier2,Maharashtra,Business Owner,Married,BR-001,19-01-2022,Basic,Corporate Tie-up,Evening (6-9pm),True,General Fitness,In-person
MBR-003823,Meena Kapoor,Female,27-09-2006,Pune,Tier1,Maharashtra,Freelancer,Single,BR-038,04-08-2025,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,App
MBR-016020,Tanvi Dhawan,Female,1972/06/28,Amritsar,Tier3,Punjab,Govt Employee,Other,BR-026,05-08-2023,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,Website
MBR-002809,Karan Verma,Male,17-04-2003,Gurugram,Tier1,Haryana,Salaried-Non IT,Single,BR-037,2021/07/05,Basic,Aggregator App,Morning,False,Weight Loss,Website
MBR-005051,Snehal Bhosale,Female,1992/03/22,Surat,Tier2,Gujarat,Salaried-IT,Single,BR-031,2022/02/05,Standard,Justdial,Evening (6-9pm),False,Weight Loss,In-person
MBR-003519,Mihir Kulkarni,Male,22-09-1992,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-039,12-11-2022,Basic,Justdial,Early Morning (5-7am),False,Pre-Wedding Prep,App
MBR-012939,Ravi Raman,Male,21-04-1999,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,07-04-2022,Standard,Aggregator App,Morning,False,Rehab,In-person
MBR-012668,Tapan Ghosh,Male,1988/02/18,Gurugram,Tier1,Haryana,Govt Employee,Married,BR-037,2021/11/16,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,Website
MBR-014901,Madhavi Raman,Female,17-01-1991,Chennai,Tier1,Tamil Nadu,Business Owner,Other,BR-015,2024/10/05,Premium,Walk-in,Afternoon,True,Muscle Gain,In-person
MBR-003959,Amit Patel,Male,1998/01/27,Surat ,Tier2,Gujarat,Govt Employee,Single,BR-031,11-10-2021,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-007345,Amit Rathi,Male,2001/11/10,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-035,26-01-2025,PT-Combo,Walk-in,Evening (6-9pm),True,Weight Loss,App
MBR-005053,Karan Sharma,Male,2000/04/21,Jalandhar,Tier2,Punjab,Freelancer,Married,BR-007,17-01-2025,Basic,Corporate Tie-up,Early Morning (5-7am),False,Weight Loss,App
MBR-006886,Chirag Pawar,Male,1984/11/03,Pune,Tier1,Maharashtra,Salaried-IT,Married,BR-027,2022/01/07,Premium,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-012460,Jayesh Naik,Male,2000/08/26,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-028,2025/09/15,Premium,Walk-in,Early Morning (5-7am),True,General Fitness,In-person
MBR-010137,Rohit Desai,Male,1998/04/02,Surat,Tier2,Gujarat,Student,Married,BR-031,08-10-2024,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App
MBR-002280,Riya Kher,Female,2006/07/09,Hyderabad,Tier1,Telangana,Student,Single,BR-034,10-05-2022,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-002431,Abhinav Rana,Male,,Indore,Tier2,Madhya Pradesh,Govt Employee,Married,BR-018,2025/05/13,Basic,Friend Referral,Late Night,False,Muscle Gain,App
MBR-010721,Preeti Bhalla,Female,21-03-2009,Chandigarh,Tier2,Punjab,Freelancer,Single,BR-008,2025/07/13,Premium,Instagram Ad,Evening (6-9pm),True,Weight Loss,In-person
MBR-017024,Komal Deshmukh,Female,1997/06/20,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Single,BR-001,2021/03/18,Premium,Walk-in,Late Night,False,Weight Loss,Website
MBR-002592,Ishita Mishra,Female,1996/06/04,Chandigarh,Tier2,Punjab,Salaried-IT,Married,BR-008,2025/02/25,Premium,Walk-in,Late Night,True,General Fitness,In-person
MBR-006316,Prasenjit Sarkar,Male,1976/04/12,Kolkata,Tier1,West Bengal,Business Owner,Married,BR-017,07-06-2025,Basic,Friend Referral,Early Morning (5-7am),False,General Fitness,App
MBR-000643,Swati Khanna,Female,14-11-2008,Dehradun,Tier3,Uttarakhand,Student,Single,BR-004,2025/08/09,Standard,Aggregator App,Evening (6-9pm),False,Muscle Gain,In-person
MBR-000169,Mohit Kapoor,Male,04-08-1972,Chandigarh,Tier2,Punjab,Business Owner,Married,BR-008,28-06-2023,Basic,Walk-in,Late Night,False,Weight Loss,In-person
MBR-009710,Ishita Sharma,Female,19-02-1975,Ahmedabad,Tier1,Gujarat,Business Owner,Other,BR-038,16-04-2025,Basic,Corporate Tie-up,Morning,False,General Fitness,Website
MBR-001801,Rituparna Banerjee ,Female,2008/02/10,Kolkata,Tier1,West Bengal,Student,Single,BR-017,11-08-2025,Basic,Walk-in,Late Night,False,Muscle Gain,App
MBR-016657,Lakshmi Rao,Female,2003/07/24,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,15-09-2021,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-013504,Abhishek Roy,Male,10-05-1981,Mumbai,Tier1,Maharashtra,Govt Employee,Single,BR-029,10-06-2023,Basic,Corporate Tie-up,Early Morning (5-7am),False,Weight Loss,In-person
MBR-010661,Radha Nambiar,Female,1995/08/02,Bengaluru,Tier1,Karnataka,Business Owner,Single,BR-033,24-12-2022,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-004428,Sneha Patel,Female,1998/06/24,Nagpur,Tier2,Maharashtra,Student,Single,BR-025,2022/10/05,PT-Combo,Walk-in,Evening (6-9pm),True,Rehab,App
MBR-016084,Naveen Bhalla,Male,1994/10/18,Delhi,Tier1,Delhi,Business Owner,Married,BR-028,02-02-2023,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,In-person
MBR-015464,Yash Saxena,Male,25-09-1998,Delhi,Tier1,Delhi,Salaried-Non IT,Other,BR-028,2024/08/09,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,App
MBR-001913,Aditi Malhotra,Female,04-09-2003,Gurugram,Tier1,Haryana,Student,Single,BR-009,28-09-2021,Premium,Friend Referral,Early Morning (5-7am),False,Muscle Gain,Website
MBR-016691,Naveen Balan,Male,2006/03/10,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2025/06/08,Standard,Walk-in,Early Morning (5-7am),True,General Fitness,In-person
MBR-004103,Paromita Pal,Female,28-11-2006,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-019,2025/08/15,Standard,Friend Referral,Morning,False,Weight Loss,App
MBR-011345,Kishore Nambiar,Male,01-04-2007,Hyderabad,Tier1,Telangana,Student,Single,BR-034,03-08-2024,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,App
MBR-015119, Puneet Chopra,Male,20-01-1999,Delhi,Tier1,Delhi,Student,Single,BR-018,24-10-2022,Basic,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App
MBR-005287,Amit Pal,Male,2007/11/15,Ranchi,Tier3,Jharkhand,Salaried-Non IT,Single,BR-013,20-01-2025,Premium,Justdial,Evening (6-9pm),False,Weight Loss,In-person
MBR-000535, Vignesh Raman,Male,02-04-2000,Hyderabad,Tier1,Telangana,Business Owner,Single,BR-011,2024/11/24,PT-Combo,Corporate Tie-up,Evening (6-9pm),False,Rehab,App
MBR-000584,Subrata Sarkar,Male,23-12-1991,Kolkata,Tier1,West Bengal,Business Owner,Married,BR-017,11-06-2021,Standard,Walk-in,Late Night,False,Sports Training,In-person
MBR-012336,Rohit Chavan,Male,28-08-1993,Ahmedabad,Tier1,Gujarat,Govt Employee,Married,BR-038,2025/02/08,PT-Combo,Walk-in,Late Night,True,Muscle Gain,Website
MBR-012611,Vikram Dhawan,Male,1993/03/03,Delhi,Tier1,Delhi,Business Owner,Single,BR-018,2023/12/24,Standard,Instagram Ad,Early Morning (5-7am),False,Weight Loss,In-person
MBR-015183,Kiran Khanna,Female,06-01-1997,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,16-01-2024,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App
MBR-001301,Suyash Pawar,Male,1993/01/18,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-039,01-01-2024,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-008242,Anjali Saxena,Female,06-09-2001,Amritsar,Tier3,Punjab,Salaried-Non IT,Single,BR-026,26-05-2025,Basic,Friend Referral,Late Night,True,Muscle Gain,In-person
MBR-011054,Santhosh Achary,Male,10-11-1996,Hyderabad,Tier1,Telangana,Salaried-Non IT,Single,BR-011,2024/11/10,Basic,Walk-in,Evening (6-9pm),False,Sports Training,App
MBR-000317,Rahul Chopra,Male,2000/12/08,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,2021/05/11,Standard,Justdial,Morning,False,Weight Loss,Website
MBR-006511,Karthik Nambiar,Male,28-10-1995,Ahmedabad,Tier1,Gujarat,Salaried-IT,Married,BR-038,2025/03/27,Premium,Walk-in,Late Night,False,Muscle Gain,App
MBR-017014,Karan Sharma,Male,2001/03/02,Delhi,Tier1,Delhi,Student,Single,BR-028,12-12-2023,Premium,Instagram Ad,Afternoon,False,Muscle Gain,App
MBR-010902,Sameer Patel,Male,05-07-2004,Mumbai,Tier1,Maharashtra,Student,Single,BR-039,28-12-2023,Premium,Instagram Ad,Late Night,True,General Fitness,App
MBR-006678,Chirag Shah,Male,19-01-1996,Ahmedabad,Tier1,Gujarat,Homemaker,Married,BR-038,2023/06/01,Standard,Walk-in,Late Night,False,Weight Loss,In-person
MBR-003246,Mou Pal,Female,2001/08/24,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-016,24-10-2024,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-008464,Deepika Aggarwal,Female,,Nagpur,Tier2,Maharashtra,Business Owner,Single,BR-007,2025/01/01,Basic,Friend Referral,Evening (6-9pm),False,Rehab,In-person
MBR-000549,Rushabh Desai,Male,25-05-1997, Chennai,Tier1,Tamil Nadu,Homemaker,Single,BR-010,15-04-2022,Premium,Aggregator App,Morning,True,Weight Loss,App
MBR-014008,Vikram Chauhan,Male,1995/08/09,Kolkata,Tier1,West Bengal,Salaried-Non IT,Married,BR-017,2025/06/05,Premium,Friend Referral,Late Night,False,Weight Loss,In-person
MBR-003013,Rupa Sen,Female,09-02-1996,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-026,25-08-2025,Basic,Justdial,Evening (6-9pm),False,Rehab,In-person
MBR-001631,Anil Grover,Male,2006/12/24,Delhi,Tier1,Delhi,Student,Single,BR-018,2022/07/24,Premium,Walk-in,Late Night,False,General Fitness,Website
MBR-012896,Sudip Chakraborty,Male,16-10-2004,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,18-07-2023,Premium,Instagram Ad,Evening (6-9pm),True,Sports Training,Website
MBR-004695,Sudip Chatterjee,Male,26-06-2006,Kolkata,Tier1,West Bengal,Salaried-Non IT,Single,BR-017,21-07-2023,Basic,Aggregator App,Afternoon,False,General Fitness,In-person
MBR-013978,Payal Singh,Female,1999/11/22,Delhi,Tier1,Delhi,Salaried-IT,Married,BR-028,04-08-2024,Standard,Friend Referral,Late Night,False,General Fitness,In-person
MBR-009087,Sameer Bhatt,Male,1993/08/14,Ahmedabad,Tier1,Gujarat,Homemaker,Married,BR-038,12-09-2022,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,App
MBR-012350,Padma Naidu,Female,16-07-2003,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-014,11-12-2024,Basic,Instagram Ad,Early Morning (5-7am),False,General Fitness,Website
MBR-000810,Debjani Pal,Female,04-03-1996,Pune,Tier1,Maharashtra,Govt Employee,Single,BR-027,2025/09/23,Standard,Friend Referral,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-001050,Yash Bhatia,Male,19-10-1993,Lucknow,Tier2,Uttar Pradesh,Govt Employee,Other,BR-030,2022/03/13,Basic,Justdial,Early Morning (5-7am),False,General Fitness,App
MBR-011072,Jayesh Mehta,Male,09-01-1990,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-038,15-02-2025,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,App
MBR-007391,Gaurav Mehta,Male,1986/06/25,Mumbai,Tier1,Maharashtra,Homemaker,Single,BR-026,23-12-2021,Premium,Justdial,Late Night,False,General Fitness,In-person
MBR-016492,Rajesh Mehta,Male,1998/06/03,Delhi,Tier1,Delhi,Freelancer,Married,BR-028,2025/07/19,Standard,Justdial,Evening (6-9pm),False,Muscle Gain,In-person
MBR-006787,Nisha Arora,Female,1991/10/18,Indore,Tier2,Madhya Pradesh,Salaried-Non IT,Single,BR-018,2021/11/17,Standard,Corporate Tie-up,Evening (6-9pm),True,Weight Loss,In-person
MBR-012954,Deepak Singh,Male,2005/08/27,Delhi,Tier1,Delhi,Student,Single,BR-018,2021/01/10,Standard,Corporate Tie-up,Evening (6-9pm),False,Sports Training,App
MBR-004606,Manoj Balan,Male,01-06-2008,Bangalore,Tier1,Karnataka,Freelancer,Single,BR-033,25-01-2025,PT-Combo,Aggregator App,Early Morning (5-7am),True,Muscle Gain,In-person
MBR-005456,Mihir Chavan,Male,07-07-2005,Vadodara,Tier2,Gujarat,Salaried-Non IT,Single,BR-003,2024/04/10,Standard,Walk-in,Early Morning (5-7am),False,General Fitness,In-person
MBR-001533,Ranjan Sen,Male,1999/07/13,Kolkata,Tier1,West Bengal,Salaried-IT,Married,BR-017,28-05-2025,Basic,Walk-in,Morning,False,Sports Training,In-person
MBR-004963,Shreya Dhawan,Female,1995/05/19,Jaipur,Tier2,Rajasthan,Govt Employee,Single,BR-013,10-03-2024,Standard,Instagram Ad,Morning,False,Muscle Gain,In-person
MBR-010048,Riya Rane,Female,05-02-1995,Pune,Tier1,Maharashtra,Student,Married,BR-038,2022/10/07,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,App
MBR-014025,Vishal Naik,Male,23-09-1994,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-038,2021/02/09,Basic,Justdial,Evening (6-9pm),False,Muscle Gain,In-person
MBR-016596,Mahesh Balan,Male,06-10-1994,Chennai,Tier1,Tamil Nadu,Business Owner,Married,BR-010,05-05-2025,Premium,Walk-in,Late Night,False,Weight Loss,Website
MBR-005157,Anand Krishnan,Male,26-11-1972,Visakhapatnam,Tier2,Andhra Pradesh,Business Owner,Married,BR-024,12-11-2023,Basic,Walk-in,Late Night,False,Sports Training,Website
MBR-010298,Gayathri Subramaniam,Female,2005/12/12,Jaipur,Tier2,Rajasthan,Salaried-Non IT,Single,BR-013,2022/10/12,Basic,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,In-person
MBR-011461,Anil Verma,Male,1996/11/18,Ahmedabad,Tier1,Gujarat,Salaried-IT,Single,BR-038,2024/03/17,Standard,Walk-in,Early Morning (5-7am),False,Weight Loss,App
MBR-006996,Mahesh Gowda,Male,1994/08/10,Mysore,Tier3,Karnataka,Business Owner,Single,BR-029,2022/08/24,Basic,Corporate Tie-up,Afternoon,False,Muscle Gain,App
MBR-004686,Abhijit Desai,Male,1997/06/14,Kolkata,Tier1,West Bengal,Homemaker,Single,BR-017,2025/06/19,Standard,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,App
MBR-015682,Padma Raman,Female,19-04-1994,Chennai,Tier1,Tamil Nadu,Homemaker,Married,BR-010,2025/05/15,Standard,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person
MBR-009694,Parth Patel,Male,1992/08/10,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Married,BR-025,2022/10/17,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,App
MBR-008839,Rupa Sarkar,Female,19-04-2005,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,17-01-2024,Standard,Walk-in,Afternoon,False,Muscle Gain,In-person
MBR-011826,Suresh Subramaniam,Male,06-01-1995,Coimbatore,Tier2,Tamil Nadu,Salaried-IT,Other,BR-014,2023/05/28,Premium,Friend Referral,Early Morning (5-7am),True,Weight Loss,App
MBR-000772,Bhavna Desai,Female,01-02-1993,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-039,2024/05/24,Standard,Aggregator App,Evening (6-9pm),False,Sports Training,In-person
MBR-007503,Siddharth Dhawan,Male,09-06-1998,Bengaluru,Tier1,Karnataka,Govt Employee,Single,BR-033,2025/01/06,Standard,Walk-in,Late Night,False,General Fitness,In-person
MBR-008896,Aparna Bhatt,Female,08-05-1997,Pune,Tier1,Maharashtra,Business Owner,Single,BR-035,04-09-2025,Premium,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App
MBR-007891,Aishwarya Achary,Female,1999/07/05,Hyderabad,Tier1,Telangana,Freelancer,Married,BR-011,17-02-2025,Premium,Aggregator App,Late Night,True,General Fitness,App
MBR-016964,Ravi Chopra,Male,2000/04/18,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,21-06-2024,Basic,Justdial,Morning,False,General Fitness,App
MBR-015122,Anitha Chandran,Female,04-03-1978,Bengaluru,Tier1,Karnataka,Salaried-IT,Married,BR-033,16-04-2022,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person
MBR-006574,Nikhil Verma,Male,19-11-1996,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-004,16-11-2022,Standard,Instagram Ad,Afternoon,False,Weight Loss,App
MBR-014875,Deepak Iyer,Male,2000/12/05,Jaipur,Tier2,Rajasthan,Student,Single,BR-020,2023/01/28,Standard,Friend Referral,Afternoon,False,Muscle Gain,App
MBR-010053,Kajal Rane,Female,2000/06/10,Nashik,Tier3,Maharashtra,Salaried-IT,Single,BR-012,23-10-2023,Standard,Instagram Ad,Early Morning (5-7am),True,Muscle Gain,Website
MBR-014417,Vikram Tiwari,Male,19-11-2000,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-026,01-06-2025,Basic,Walk-in,Afternoon,False,Weight Loss,App
MBR-004515,Shalini Grover,Female,1998/10/20,Delhi,Tier1,Delhi,Salaried-Non IT,Married,BR-018,2023/05/08,Basic,Instagram Ad,Evening (6-9pm),True,Sports Training,In-person
MBR-001462,Preeti Aggarwal,Female,,Guwahati,Tier3,Assam,Govt Employee,Single,BR-031,2022/11/25,Basic,Corporate Tie-up,Evening (6-9pm),False,General Fitness,Website
MBR-009677,Vidya Raman,Female,13-03-1998,Bengaluru,Tier1,Karnataka,Business Owner,Married,BR-033,2025/07/27,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,App
MBR-002546,Karan Rana,Male,21-08-2004,Surat,Tier2,Gujarat,Student,Married,BR-031,21-06-2022,Basic,Friend Referral,Late Night,False,Weight Loss,Website
MBR-007742,Deepak Gowda,Male,2004/07/15,Hyderabad,Tier1,Telangana,Student,Single,BR-011,2022/01/12,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-008423,Praveen Nambiar,Male,23-02-2004,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,14-07-2025,Standard,Justdial,Morning,False,Weight Loss,App
MBR-001357,Divya Bhalla,Female,2003/03/16,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2025/01/15,Basic,Instagram Ad,Late Night,False,Weight Loss,App
MBR-000852,Shalini Bhatia,Female,1993/06/22,Bangalore,Tier1,Karnataka,Salaried-IT,Married,BR-033,12-03-2024,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-001835,Naveen Raman,Other,24-09-1972,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-016,09-02-2022,Standard,Walk-in,Evening (6-9pm),False,General Fitness,App
MBR-007904,Mahesh Chandran,Male,28-05-1996,Lucknow,Tier2,Uttar Pradesh,Homemaker,Single,BR-040,2025/08/24,Standard,Corporate Tie-up,Late Night,False,Weight Loss,In-person
MBR-012725,Preeti Tiwari,Female,21-02-1996,Amritsar,Tier3,Punjab,Salaried-IT,Single,BR-026,09-05-2025,Premium,Justdial,Morning,False,Rehab,In-person
MBR-001317,Tejas Gaikwad,Male,2003/05/04,Mumbai,Tier1,Maharashtra,Student,Single,BR-029,05-02-2022,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App
MBR-001624,Kavya Chandran,Female,10-02-1986,Pune,Tier1,Maharashtra,Homemaker,Single,BR-038,26-10-2023,PT-Combo,Corporate Tie-up,Evening (6-9pm),True,Muscle Gain,App
MBR-009673,Puneet Bhatia,Male,28-09-1994,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-016,17-11-2023,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App
MBR-001279,Anil Anand,Male,,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-004,2023/08/27,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,In-person
MBR-009246,Mahesh Menon,Male,1990/04/09,Bangalore,Tier1,Karnataka,Business Owner,Married,BR-033,2022/11/04,PT-Combo,Walk-in,Evening (6-9pm),True,Weight Loss,App
MBR-004146,Shalini Sharma,Female,15-01-1973,Jaipur,Tier2,Rajasthan,Salaried-Non IT,Married,BR-013,2022/11/22,Premium,Instagram Ad,Late Night,False,Muscle Gain,App
